<b>mettre</b>	to put
<div style='font-weight: bold;'>mener (I)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> 1. Faire aller (qqn) avec soi.<br>2. Être en tête de (un cortège, une série, un résultat sportif).<br>3. Diriger.&nbsp; </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'><b><i><sup>(Mener à, en, dans&nbsp;; mener&nbsp;(+&nbsp;INFINITIF))&nbsp;</sup></i></b>Mener un enfant à l'école.&nbsp;Mener la danse.&nbsp;Mener rondement une affaire.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>accompagner,&nbsp;diriger</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>lead</div>
<div class=centered-block> 1. Faire aller (qqn) avec soi.<br>2. Être en tête de (un cortège, une série, un résultat sportif).<br>3. Diriger.&nbsp; </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>mener (I)</div> <br/> <div style='font-family: Arial; font-size: 16px;'><b><i><sup>(Mener à, en, dans&nbsp;; mener&nbsp;(+&nbsp;INFINITIF))&nbsp;</sup></i></b>Mener un enfant à l'école.&nbsp;Mener la danse.&nbsp;Mener rondement une affaire.</div>
<div style='font-weight: bold;'>amener (1)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Mener (qqn) à un endroit ou auprès d'une personne. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Viens dîner et amène ton amie avec toi. Le bus vous amène jusque chez moi.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>conduire,&nbsp;apporter</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>bring</div>
<div class=centered-block> Mener (qqn) à un endroit ou auprès d'une personne. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>amener (1)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Viens dîner et amène ton amie avec toi. Le bus vous amène jusque chez moi.</div>
<div style='font-weight: bold;'>emmener (1)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Mener avec soi (qqn, un animal) en allant d'un lieu à un autre.&nbsp; </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Ce train vous emmènera à Paris.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>conduire,&nbsp;accompagner,&nbsp;escorter,&nbsp;mener</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>take sb to</div>
<div class=centered-block> Mener avec soi (qqn, un animal) en allant d'un lieu à un autre.&nbsp; </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>emmener (1)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Ce train vous emmènera à Paris.</div>
<div style='font-weight: bold;'>craie​​​</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div>	<div class=centered-block> 1. Calcaire naturel.<br>2.&nbsp;Calcaire réduit en poudre et moulé (en bâtons) pour écrire, tracer des signes. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Écrire au tableau à la craie.&nbsp;—&nbsp;&nbsp;Bâtonnet de craie.&nbsp;Des craies de couleur.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>chalk</div>
<div class=centered-block> 1. Calcaire naturel.<br>2.&nbsp;Calcaire réduit en poudre et moulé (en bâtons) pour écrire, tracer des signes. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div> 	<div style='font-weight: bold;'>craie​​​</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Écrire au tableau à la craie.&nbsp;—&nbsp;&nbsp;Bâtonnet de craie.&nbsp;Des craies de couleur.</div>
<div style='font-weight: bold;'>classe (I1)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div>	<div class=centered-block> <sup>(DANS UN GROUPE SOCIAL)&nbsp;</sup>Ensemble des personnes qui ont en commun une fonction, un genre de vie, une idéologie, etc.&nbsp; </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Les classes sociales.&nbsp;Les classes dirigeantes.&nbsp;Classes moyennes.&nbsp;Les classes défavorisées.&nbsp;Lutte des classes.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>caste,&nbsp;catégorie,&nbsp;clan,&nbsp;état,&nbsp;groupe</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>group, class</div>
<div class=centered-block> <sup>(DANS UN GROUPE SOCIAL)&nbsp;</sup>Ensemble des personnes qui ont en commun une fonction, un genre de vie, une idéologie, etc.&nbsp; </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div> 	<div style='font-weight: bold;'>classe (I1)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Les classes sociales.&nbsp;Les classes dirigeantes.&nbsp;Classes moyennes.&nbsp;Les classes défavorisées.&nbsp;Lutte des classes.</div>
<div style='font-weight: bold;'>nerf (II)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom masculin</div>	<div class=centered-block> Filament qui relie un centre nerveux (moelle, cerveau) à un organe ou à une structure organique. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Nerf moteur, nerf sensitif.&nbsp;Le nerf sciatique.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>nerve</div>
<div class=centered-block> Filament qui relie un centre nerveux (moelle, cerveau) à un organe ou à une structure organique. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom masculin</div> 	<div style='font-weight: bold;'>nerf (II)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Nerf moteur, nerf sensitif.&nbsp;Le nerf sciatique.</div>
<div style='font-weight: bold;'>porter (I)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Supporter le poids de. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Porter un enfant dans ses bras.&nbsp;Porter une valise à la main.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'></div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>carry</div>
<div class=centered-block> Supporter le poids de. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>porter (I)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Porter un enfant dans ses bras.&nbsp;Porter une valise à la main.</div>
<div style='font-weight: bold;'>apporter <sup>(CONCRET)&nbsp;</sup></div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Porter (qqch.) au lieu où est qqn. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Allez me chercher ce livre et apportez-le-moi.&nbsp;Apporter qqch. et amener* qqn.&nbsp;</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>venir avec,&nbsp;porter,&nbsp;rapporter,&nbsp;amener</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>bring</div>
<div class=centered-block> Porter (qqch.) au lieu où est qqn. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>apporter <sup>(CONCRET)&nbsp;</sup></div> <br/> <div style='font-family: Arial; font-size: 16px;'>Allez me chercher ce livre et apportez-le-moi.&nbsp;Apporter qqch. et amener* qqn.&nbsp;</div>
<div style='font-weight: bold;'>apporter <sup>(ABSTRAIT)</sup></div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> 1.&nbsp;Employer, mettre.<br>2.&nbsp;Donner, fournir un élément de connaissance.<br>3.&nbsp;Fournir (ce qu'on a produit, ce qu'on a fait naître).<br>4.&nbsp;<sup>(CHOSES)</sup>&nbsp;Être la cause de (qqch.). </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Il y apporte tout son enthousiasme.&nbsp;Apporter des nouvelles. Apporter un soulagement à une douleur.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>entraîner,&nbsp;amener,&nbsp;causer,&nbsp;engendrer</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>bring</div>
<div class=centered-block> 1.&nbsp;Employer, mettre.<br>2.&nbsp;Donner, fournir un élément de connaissance.<br>3.&nbsp;Fournir (ce qu'on a produit, ce qu'on a fait naître).<br>4.&nbsp;<sup>(CHOSES)</sup>&nbsp;Être la cause de (qqch.). </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>apporter <sup>(ABSTRAIT)</sup></div> <br/> <div style='font-family: Arial; font-size: 16px;'>Il y apporte tout son enthousiasme.&nbsp;Apporter des nouvelles. Apporter un soulagement à une douleur.</div>
<div style='font-weight: bold;'>emporter (1)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div>	<div class=centered-block> Prendre avec soi et porter hors d'un lieu (qqch. ou qqn qui ne se déplace pas par soi-même&nbsp;;&nbsp;s'oppose à&nbsp;emmener) </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>J'emporte mes livres.&nbsp;Elle a emporté son secret dans la tombe.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>transporter,&nbsp;charrier,&nbsp;emmener</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>take</div>
<div class=centered-block> Prendre avec soi et porter hors d'un lieu (qqch. ou qqn qui ne se déplace pas par soi-même&nbsp;;&nbsp;s'oppose à&nbsp;emmener) </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>verbe transitif</div> 	<div style='font-weight: bold;'>emporter (1)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>J'emporte mes livres.&nbsp;Elle a emporté son secret dans la tombe.</div>
<div style='font-weight: bold;'>épreuve (II)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div>	<div class=centered-block> Texte imprimé d'un manuscrit tel qu'il sort de la composition. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Corriger les épreuves.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>examen,&nbsp;compétition</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>test, examination</div>
<div class=centered-block> Texte imprimé d'un manuscrit tel qu'il sort de la composition. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom féminin</div> 	<div style='font-weight: bold;'>épreuve (II)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Corriger les épreuves.</div>
<div style='font-weight: bold;'>contenu</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom masculin</div>	<div class=centered-block> Ce qui est dans un contenant. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Le contenu d'un récipient.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>teneur,&nbsp;fond,&nbsp;substance</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>content</div>
<div class=centered-block> Ce qui est dans un contenant. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>nom masculin</div> 	<div style='font-weight: bold;'>contenu</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Le contenu d'un récipient.</div>
<div style='font-weight: bold;'>surprenant(e)</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adjectif</div>	<div class=centered-block> Qui surprend, étonne. </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Nouvelle surprenante.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>étonnant,&nbsp;remarquable</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>surprising</div>
<div class=centered-block> Qui surprend, étonne. </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adjectif</div> 	<div style='font-weight: bold;'>surprenant(e)</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Nouvelle surprenante.</div>
<div style='font-weight: bold;'>enfin</div> <br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div>	<div class=centered-block> Au terme d'une longue attente.&nbsp; </div> <br/> <br/> <div style='font-family: Arial; font-size: 16px;'>Je vous ai enfin retrouvé.</div> <br/> <div style='font-family: Arial; font-size: 20px; color: mediumaquamarine;'>à la fin,&nbsp;finalement</div> <br/> <div style='font-family: Arial; font-size: 20px; color: lightcoral;'></div> <br/> <div style='font-family: Arial; font-size: 16px;'>at last, finally</div>
<div class=centered-block> Au terme d'une longue attente.&nbsp; </div> <br/><br/> <div style='font-family: Arial; font-size: 16px; font-style: italic;'>adverbe</div> 	<div style='font-weight: bold;'>enfin</div> <br/> <div style='font-family: Arial; font-size: 16px;'>Je vous ai enfin retrouvé.</div>
<b>tenir la route</b>	make sense <br> <br> <small></small>
make sense	<b>tenir la route</b> <br> <br> <small></small>
<b>quand&nbsp;même</b>	still, anyway <br> <br> <small>Je n'avais pas d'argent, mais je suis quand même parti en voyage.<br></small>
